206.0789 	EXP 	text: text = 'T_itl'
206.1804 	DATA 	Keypress: e
206.1953 	EXP 	text: text = 'T_itle'
206.6803 	DATA 	Keypress: c
206.6960 	EXP 	text: text = 'T_itlec'
206.8475 	DATA 	Keypress: a
206.8619 	EXP 	text: text = 'T_itleca'
207.0640 	DATA 	Keypress: s
207.0788 	EXP 	text: text = 'T_itlecas'
207.1146 	DATA 	Keypress: e
207.1455 	EXP 	text: text = 'T_itlecase'
207.3147 	DATA 	Keypress: return
207.3452 	EXP 	instr: autoDraw = False
207.3452 	EXP 	text: autoDraw = False
207.3656 	EXP 	window1: mouseVisible = True
